"Package","Version","LibPath","Depends","Imports","LinkingTo","Remotes","GithubRepo","GithubUsername","GithubRef","GithubSHA1","GithubSubFolder","Repository","GitSubFolder"
"R.utils","2.12.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","R.oo","methods, utils, tools, R.methodsS3","","",NA,NA,NA,NA,NA,"CRAN",NA
"R6","2.5.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"ragg","1.2.6","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"RandomFields","3.3.14","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","sp, RandomFieldsUtils (>= 1.1)","graphics, methods, grDevices, stats, utils","","",NA,NA,NA,NA,NA,"https://predictiveecology.r-universe.dev",NA
"RandomFieldsUtils","1.2.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","utils, methods, parallel","","",NA,NA,NA,NA,NA,"https://predictiveecology.r-universe.dev",NA
"randomForest","4.7-1.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","stats","","","",NA,NA,NA,NA,NA,"RSPM",NA
"RANN","2.6.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"rapidjsonr","1.2.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"RApiSerialize","0.1.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"rappdirs","0.3.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"raster","3.6-26","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","sp (>= 1.4-5)","Rcpp, methods, terra (>= 1.7-29)","","",NA,NA,NA,NA,NA,"CRAN",NA
"rbenchmark","1.0.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"rcmdcheck","1.4.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=        1.1.1), utils, withr, xopen","","",NA,NA,NA,NA,NA,"CRAN",NA
"RColorBrewer","1.1-3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"Rcpp","1.0.11","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","methods, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"RcppArmadillo","0.12.6.6.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 0.11.0), stats, utils, methods","","",NA,NA,NA,NA,NA,"CRAN",NA
"RcppEigen","0.3.3.9.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 0.11.0), stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"RcppParallel","5.1.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"RcppProgress","0.4.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"RcppTOML","0.2.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 0.11.5)","","",NA,NA,NA,NA,NA,"RSPM",NA
"readr","2.1.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=        0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"rematch2","2.1.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","tibble","","",NA,NA,NA,NA,NA,"CRAN",NA
"remotes","2.4.2.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","methods, stats, tools, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"renv","1.0.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"reproducible","2.0.9","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","data.table (>= 1.10.4), digest, filelock, fpCompare, fs, lobstr, methods, stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"reshape","0.8.9","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","plyr","","",NA,NA,NA,NA,NA,"RSPM",NA
"reshape2","1.4.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","plyr (>= 1.8.1), Rcpp, stringr","","",NA,NA,NA,NA,NA,"RSPM",NA
"reticulate","1.34.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Matrix, Rcpp (>= 1.0.7), RcppTOML, graphics, here, jsonlite, methods, png, rappdirs, utils, rlang, withr","","",NA,NA,NA,NA,NA,"CRAN",NA
"rex","1.2.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","lazyeval","","",NA,NA,NA,NA,NA,"CRAN",NA
"RhpcBLASctl","0.23-42","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"rjson","0.2.21","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"rlang","1.1.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"rmarkdown","2.25","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=        0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=        1.22), methods, stringr (>= 1.2.0), tinytex (>= 0.31), tools, utils, xfun (>= 0.36), yaml (>= 2.1.19)","","",NA,NA,NA,NA,NA,"CRAN",NA
"rnaturalearth","1.0.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","httr (>= 1.1.0), jsonlite, sf (>= 0.3-4), terra, utils (>=        3.2.3)","","",NA,NA,NA,NA,NA,"RSPM",NA
"rnaturalearthdata","1.0.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"robustbase","0.99-0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, graphics, utils, methods, DEoptimR","","",NA,NA,NA,NA,NA,"CRAN",NA
"RODBC","1.3-20","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats","","",NA,NA,NA,NA,NA,"CRAN",NA
"rosm","0.3.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","curl, jpeg, png, wk, glue, progress, rlang","","",NA,NA,NA,NA,NA,"CRAN",NA
"roxygen2","7.2.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr, methods, pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2), rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr, xml2","","",NA,NA,NA,NA,NA,"CRAN",NA
"RPostgres","1.4.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","bit64, blob (>= 1.2.0), DBI (>= 1.1.0), hms (>= 1.0.0), lubridate, methods, Rcpp (>= 1.0.7), withr","","",NA,NA,NA,NA,NA,"CRAN",NA
"RPostgreSQL","0.7-5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods, DBI (>= 0.3)","","","",NA,NA,NA,NA,NA,"CRAN",NA
"rprojroot","2.0.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"RSQLite","2.3.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","bit64, blob (>= 1.2.0), DBI (>= 1.1.0), memoise, methods, pkgconfig","","",NA,NA,NA,NA,NA,"CRAN",NA
"rstatix","0.7.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang        (>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr, corrplot, tidyselect (>= 1.2.0), car, generics (>= 0.0.2)","","",NA,NA,NA,NA,NA,"CRAN",NA
"rstudio.prefs","0.1.9","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 2.5.0), dplyr (>= 1.0.6), fs (>= 1.5.0), jsonlite (>=        1.7.2), purrr (>= 0.3.4), rappdirs (>= 0.3.3), rlang (>=        0.4.11), rstudioapi (>= 0.13), rvest (>= 1.0.0), tibble (>=        3.1.2)","","",NA,NA,NA,NA,NA,"RSPM",NA
"rstudioapi","0.15.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"rversions","2.1.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","curl, utils, xml2 (>= 1.0.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"rvest","1.0.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","glue, cli, httr (>= 0.5), lifecycle (>= 1.0.0), magrittr, rlang (>= 1.0.0), selectr, tibble, xml2 (>= 1.3), withr","","",NA,NA,NA,NA,NA,"CRAN",NA
"s2","1.1.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp, wk (>= 0.6.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"sampling","2.9","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","MASS, lpSolve","","",NA,NA,NA,NA,NA,"CRAN",NA
"SamplingBigData","1.0.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"sass","0.4.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","fs (>= 1.2.4), rlang (>= 0.4.10), htmltools (>= 0.5.1), R6, rappdirs","","",NA,NA,NA,NA,NA,"CRAN",NA
"satellite","1.0.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","raster, methods, utils, stats, grDevices, graphics","plyr, Rcpp (>= 0.10.3), terra, tools, stats4","","",NA,NA,NA,NA,NA,"RSPM",NA
"scales","1.2.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6, RColorBrewer, rlang (>= 1.0.0), viridisLite","","",NA,NA,NA,NA,NA,"CRAN",NA
"selectr","0.4-2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","methods, stringr, R6","","",NA,NA,NA,NA,NA,"RSPM",NA
"servr","0.30","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","mime (>= 0.2), httpuv (>= 1.5.2), xfun (>= 0.42), jsonlite","","",NA,NA,NA,NA,NA,"RSPM",NA
"sessioninfo","1.2.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.1.0), tools, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"sf","1.0-16","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid, magrittr, Rcpp (>= 0.12.18), s2 (>= 1.1.0), stats, tools, units        (>= 0.7-0), utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"sfheaders","0.4.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 1.0.10)","","",NA,NA,NA,NA,NA,"CRAN",NA
"shape","1.4.6","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, graphics, grDevices","","",NA,NA,NA,NA,NA,"CRAN",NA
"shiny","1.8.1.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite        (>= 0.9.16), xtable, fontawesome (>= 0.4.0), htmltools (>=        0.5.4), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises        (>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap (>=        1.1.1), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>=        0.3.0), cachem, lifecycle (>= 0.2.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"showtext","0.9-6","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","sysfonts (>= 0.7.1), showtextdb (>= 2.0)","grDevices","","",NA,NA,NA,NA,NA,"CRAN",NA
"showtextdb","3.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","sysfonts (>= 0.7), utils","","",NA,NA,NA,NA,NA,"RSPM",NA
"sitmo","2.0.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 0.12.13)","","",NA,NA,NA,NA,NA,"RSPM",NA
"slam","0.1-50","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats","","",NA,NA,NA,NA,NA,"RSPM",NA
"snow","0.4-4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","utils","","","",NA,NA,NA,NA,NA,"CRAN",NA
"sodium","1.3.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"sos","2.1-7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","brew","","","",NA,NA,NA,NA,NA,"CRAN",NA
"sourcetools","0.1.7-1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"sp","2.0-0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","utils, stats, graphics, grDevices, lattice, grid","","",NA,NA,NA,NA,NA,"CRAN",NA
"SparseM","1.81","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","graphics, stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"spatialEco","2.0-2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","sf, terra","","",NA,NA,NA,NA,NA,"CRAN",NA
"spatstat","3.0-6","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","spatstat.data (>= 3.0-1), spatstat.geom (>=        3.2-1), spatstat.random (>= 3.1-5), spatstat.explore (>=        3.2-1), spatstat.model (>= 3.2-4), spatstat.linnet (>= 3.1-1), utils","spatstat.utils (>= 3.0-3)","","",NA,NA,NA,NA,NA,"CRAN",NA
"spatstat.data","3.0-3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","spatstat.utils (>= 3.0-2), Matrix","","",NA,NA,NA,NA,NA,"CRAN",NA
"spatstat.explore","3.2-1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","spatstat.data (>= 3.0-1), spatstat.geom (>=        3.2-1), spatstat.random (>= 3.1-4), stats, graphics, grDevices, utils, methods, nlme","spatstat.utils (>= 3.0-3), spatstat.sparse (>= 3.0-1), goftest        (>= 1.2-2), Matrix, abind","","",NA,NA,NA,NA,NA,"CRAN",NA
"spatstat.geom","3.2-7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","spatstat.data (>= 3.0), stats, graphics, grDevices, utils, methods","spatstat.utils (>= 3.0-2), deldir (>= 1.0-2), polyclip (>=        1.10-0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"spatstat.linnet","3.1-1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","spatstat.data (>= 3.0), spatstat.geom (>=        3.2-1), spatstat.random (>= 3.1-5), spatstat.explore (>=        3.2-1), spatstat.model (>= 3.2-3), stats, graphics, grDevices, methods, utils","spatstat.utils (>= 3.0-3), Matrix, spatstat.sparse (>= 3.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"spatstat.model","3.2-4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","spatstat.data (>= 3.0), spatstat.geom (>=        3.2-1), spatstat.random (>= 3.1-5), spatstat.explore (>=        3.2-1), stats, graphics, grDevices, utils, methods, nlme, rpart","spatstat.utils (>= 3.0-3), spatstat.sparse (>= 3.0), mgcv, Matrix, abind, tensor, goftest (>= 1.2-2)","","",NA,NA,NA,NA,NA,"CRAN",NA
"spatstat.random","3.2-1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","spatstat.data (>= 3.0), spatstat.geom (>=        3.2-1), stats, utils, methods, grDevices","spatstat.utils (>= 3.0-2)","","",NA,NA,NA,NA,NA,"CRAN",NA
"spatstat.sparse","3.0-1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","stats, utils, methods, Matrix, abind, tensor","spatstat.utils (>= 3.0-2)","","",NA,NA,NA,NA,NA,"CRAN",NA
"spatstat.univar","3.0-0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","stats","spatstat.utils (>= 3.0-5)","","",NA,NA,NA,NA,NA,"RSPM",NA
"spatstat.utils","3.0-5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","stats, graphics, grDevices, utils, methods","","","",NA,NA,NA,NA,NA,"RSPM",NA
"spelling","2.2.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","commonmark, xml2, hunspell (>= 3.0), knitr","","",NA,NA,NA,NA,NA,"CRAN",NA
"sqldf","0.4-11","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","gsubfn (>= 0.6), proto, RSQLite","DBI, chron","","",NA,NA,NA,NA,NA,"RSPM",NA
"stars","0.6-6","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","abind, sf (>= 1.0-15)","methods, parallel, classInt (>= 0.4-1), rlang, units","","",NA,NA,NA,NA,NA,"RSPM",NA
"stringfish","0.15.8","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp, RcppParallel","","",NA,NA,NA,NA,NA,"CRAN",NA
"stringi","1.8.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","tools, utils, stats","","",NA,NA,NA,NA,NA,"CRAN",NA
"stringr","1.5.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli, glue (>= 1.6.1), lifecycle (>= 1.0.3), magrittr, rlang        (>= 1.0.0), stringi (>= 1.5.3), vctrs (>= 0.4.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"SuppDists","1.1-9.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"svglite","2.1.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","systemfonts (>= 1.0.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"sys","3.4.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"sysfonts","0.8.9","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"systemfonts","1.0.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"TeachingDemos","2.12","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"tensor","1.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"terra","1.7-78","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","methods, Rcpp (>= 1.0-10)","","",NA,NA,NA,NA,NA,"CRAN",NA
"testthat","3.2.1.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","brio (>= 1.1.3), callr (>= 3.7.3), cli (>= 3.6.1), desc (>=        1.4.2), digest (>= 0.6.33), evaluate (>= 0.21), jsonlite (>=        1.8.7), lifecycle (>= 1.0.3), magrittr (>= 2.0.3), methods, pkgload (>= 1.3.2.1), praise (>= 1.0.0), processx (>= 3.8.2), ps (>= 1.7.5), R6 (>= 2.5.1), rlang (>= 1.1.1), utils, waldo        (>= 0.5.1), withr (>= 2.5.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"textshaping","0.3.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","systemfonts (>= 1.0.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"tibble","3.2.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods, pillar (>= 1.8.1), pkgconfig, rlang (>= 1.0.2), utils, vctrs        (>= 0.4.2)","","",NA,NA,NA,NA,NA,"CRAN",NA
"tidyr","1.3.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.4.1), dplyr (>= 1.0.10), glue, lifecycle (>= 1.0.3), magrittr, purrr (>= 1.0.1), rlang (>= 1.0.4), stringr (>=        1.5.0), tibble (>= 2.1.1), tidyselect (>= 1.2.0), utils, vctrs        (>= 0.5.2)","","",NA,NA,NA,NA,NA,"CRAN",NA
"tidyselect","1.2.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang        (>= 1.0.4), vctrs (>= 0.4.1), withr","","",NA,NA,NA,NA,NA,"CRAN",NA
"timechange","0.2.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"tinytest","1.0.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","parallel, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"tinytex","0.48","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","xfun (>= 0.29)","","",NA,NA,NA,NA,NA,"CRAN",NA
"tmaptools","3.1-1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","sf (>= 0.9.2), lwgeom (>= 0.1-4), stars (>= 0.4-1), units (>=        0.6-1), grid, magrittr, RColorBrewer, viridisLite, stats, dichromat, XML","","",NA,NA,NA,NA,NA,"RSPM",NA
"TMB","1.9.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","graphics, methods, stats, utils, Matrix (>= 1.0-12)","","",NA,NA,NA,NA,NA,"CRAN",NA
"truncnorm","1.0-9","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"trust","0.1-8","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats","","",NA,NA,NA,NA,NA,"CRAN",NA
"tweenr","2.0.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","farver, magrittr, rlang, vctrs","","",NA,NA,NA,NA,NA,"CRAN",NA
"tzdb","0.4.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"units","0.8-3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp","","",NA,NA,NA,NA,NA,"CRAN",NA
"urlchecker","1.0.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli, curl, tools, xml2","","",NA,NA,NA,NA,NA,"CRAN",NA
"usethis","2.2.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc        (>= 1.4.2), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue        (>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs, rlang (>= 1.1.0), rprojroot (>= 1.2), rstudioapi, stats, utils, whisker, withr (>= 2.3.0), yaml","","",NA,NA,NA,NA,NA,"CRAN",NA
